clickstream_id,session_id,customer_id,customer_segment,campaign_id,campaign_group,device_type,referrer,location,timestamp,event_order,event_type,page,scroll_depth,product_id,name,category,price,stock,discount_applied,bounce_flag,cart_size
44786874-71bd-4769-a9d8-c5462897abb7_1,44786874-71bd-4769-a9d8-c5462897abb7,CUST046,Active Customers,CAMP092,treatment,Mobile,google.com,Alexandra,2024-12-24 19:44:47,2,Product View,/product/PROD083,100.0,PROD083,Extra Pokka Tea,['Beverages'],71.79,in stock,0.0,0,1
44786874-71bd-4769-a9d8-c5462897abb7_2,44786874-71bd-4769-a9d8-c5462897abb7,CUST046,Active Customers,CAMP092,treatment,Mobile,google.com,Alexandra,2024-12-24 19:45:53,3,Cart View,/cart,,,,,,,,0,1
44786874-71bd-4769-a9d8-c5462897abb7_3,44786874-71bd-4769-a9d8-c5462897abb7,CUST046,Active Customers,CAMP092,treatment,Mobile,google.com,Alexandra,2024-12-24 19:46:32,4,Remove from Cart,/remove_from_cart/PROD011,,PROD011,Deluxe Mr Muscle All-purpose Spray,,45.04,in stock,0.0,0,0
44786874-71bd-4769-a9d8-c5462897abb7_4,44786874-71bd-4769-a9d8-c5462897abb7,CUST046,Active Customers,CAMP092,treatment,Mobile,google.com,Alexandra,2024-12-24 19:47:46,5,Product View,/product/PROD013,50.0,PROD013,Classic Tefal Storage Boxes,"Home & Living (Kitchenware, Storage, Bedding)",,in stock,0.0,0,0
54e2c485-b65e-4500-8ac8-9abcae7c5393_0,54e2c485-b65e-4500-8ac8-9abcae7c5393,CUST096,High Spenders,CAMP079,treatment,Mobile,google.com,Hougang,2024-11-21 04:24:33,1,Search View,/search?q=Bread,50.0,,,,,,,0,1
54e2c485-b65e-4500-8ac8-9abcae7c5393_1,54e2c485-b65e-4500-8ac8-9abcae7c5393,CUST096,High Spenders,CAMP079,treatment,Mobile,google.com,Hougang,2024-11-21 04:25:02,2,Category View,/category/dairy-&-eggs,85.0,,,Dairy & Eggs,,,,0,1
54e2c485-b65e-4500-8ac8-9abcae7c5393_2,54e2c485-b65e-4500-8ac8-9abcae7c5393,CUST096,High Spenders,CAMP079,treatment,Mobile,google.com,Hougang,2024-11-21 04:25:31,3,Product View,/product/PROD078,11.0,PROD078,Deluxe SCS Cheese,Dairy & Eggs,57.99,in stock,0.0,0,1
54e2c485-b65e-4500-8ac8-9abcae7c5393_3,54e2c485-b65e-4500-8ac8-9abcae7c5393,CUST096,High Spenders,CAMP079,treatment,Mobile,google.com,Hougang,2024-11-21 04:25:48,4,Add to Cart,/add_to_cart/PROD078,,PROD078,Deluxe SCS Cheese,,57.99,in stock,0.0,0,2
54e2c485-b65e-4500-8ac8-9abcae7c5393_4,54e2c485-b65e-4500-8ac8-9abcae7c5393,CUST096,High Spenders,CAMP079,treatment,Mobile,google.com,Hougang,2024-11-21 04:26:10,5,Product View,/product/PROD058,8.0,PROD058,Premium Heaven & Earth Soda,Beverages,31.23,in stock,0.0,0,2
54e2c485-b65e-4500-8ac8-9abcae7c5393_5,54e2c485-b65e-4500-8ac8-9abcae7c5393,CUST096,High Spenders,CAMP079,treatment,Mobile,google.com,Hougang,2024-11-21 04:26:30,6,Add to Cart,/add_to_cart/PROD058,,PROD058,Premium Heaven & Earth Soda,,31.23,in stock,0.0,0,3
7c17d19a-708a-4ff8-ad54-a2e653d147c2_0,7c17d19a-708a-4ff8-ad54-a2e653d147c2,CUST092,New Customers,,non-campaign,Desktop,facebook.com,Choa Chu Kang,2024-08-03 02:17:17,1,Product View,/product/PROD054,60.0,PROD054,Extra Heaven & Earth Tea,Beverages,93.58,in stock,0.0,0,0
7c17d19a-708a-4ff8-ad54-a2e653d147c2_1,7c17d19a-708a-4ff8-ad54-a2e653d147c2,CUST092,New Customers,,non-campaign,Desktop,facebook.com,Choa Chu Kang,2024-08-03 02:18:23,2,Search View,/search?q=San+Remo,100.0,,,,,,,0,0
7c17d19a-708a-4ff8-ad54-a2e653d147c2_2,7c17d19a-708a-4ff8-ad54-a2e653d147c2,CUST092,New Customers,,non-campaign,Desktop,facebook.com,Choa Chu Kang,2024-08-03 02:18:42,3,Home View,/home,5.0,,,,,,,0,0
7c17d19a-708a-4ff8-ad54-a2e653d147c2_3,7c17d19a-708a-4ff8-ad54-a2e653d147c2,CUST092,New Customers,,non-campaign,Desktop,facebook.com,Choa Chu Kang,2024-08-03 02:18:56,4,Search View,/search?q=Flour,0.0,,,,,,,0,0
7c17d19a-708a-4ff8-ad54-a2e653d147c2_4,7c17d19a-708a-4ff8-ad54-a2e653d147c2,CUST092,New Customers,,non-campaign,Desktop,facebook.com,Choa Chu Kang,2024-08-03 02:19:04,5,Product View,/product/PROD049,11.0,PROD049,Premium Ayam Brand Flour,['Pantry Staples'],12.19,in stock,0.0,0,0
7c17d19a-708a-4ff8-ad54-a2e653d147c2_5,7c17d19a-708a-4ff8-ad54-a2e653d147c2,CUST092,New Customers,,non-campaign,Desktop,facebook.com,Choa Chu Kang,2024-08-03 02:19:28,6,Category View,/category/bakery,6.0,,,Bakery,,,,0,0
33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91_0,33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91,CUST074,Active Customers,CAMP097,treatment,Mobile,google.com,Tanjong Pagar,2024-12-25 20:07:51,1,Search View,/search?q=Kellogg's,25.0,,,,,,,0,3
33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91_1,33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91,CUST074,Active Customers,CAMP097,treatment,Mobile,google.com,Tanjong Pagar,2024-12-25 20:08:04,2,Category View,/category/dairy-&-eggs,3.0,,,Dairy & Eggs,,,,0,3
33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91_2,33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91,CUST074,Active Customers,CAMP097,treatment,Mobile,google.com,Tanjong Pagar,2024-12-25 20:08:19,3,Home View,/home,4.0,,,,,,,0,3
33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91_3,33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91,CUST074,Active Customers,CAMP097,treatment,Mobile,google.com,Tanjong Pagar,2024-12-25 20:08:25,4,Product View,/product/PROD027,4.0,PROD027,Classic Campbell's Soup,Canned Goods,68.19,instock,0.0,0,3
33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91_4,33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91,CUST074,Active Customers,CAMP097,treatment,Mobile,google.com,Tanjong Pagar,2024-12-25 20:09:05,5,Add to Cart,/add_to_cart/PROD027,,PROD027,Classic Campbell's Soup,,68.19,instock,0.0,0,4
33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91_5,33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91,CUST074,Active Customers,CAMP097,treatment,Mobile,google.com,Tanjong Pagar,2024-12-25 20:09:20,6,Product View,/product/PROD088,50.0,PROD088,Classic Kellogg's Cereal,Breakfast Foods,21.77,in stock,0.0,0,4
33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91_6,33fbc2ce-c48b-4dc5-b5ca-44fe1748ca91,CUST074,Active Customers,CAMP097,treatment,Mobile,google.com,Tanjong Pagar,2024-12-25 20:10:09,7,Add to Cart,/add_to_cart/PROD088,,PROD088,Classic Kellogg's Cereal,,21.77,in stock,0.0,0,5
29e46f6e-babd-4a20-8037-47f0dc29a845_0,29e46f6e-babd-4a20-8037-47f0dc29a845,CUST092,New Customers,,non-campaign,Mobile,google.com,Choa Chu Kang,2024-04-23 21:29:02,1,Search View,/search?q=Royal+Umbrella,30.0,,,,,,,0,0
29e46f6e-babd-4a20-8037-47f0dc29a845_1,29e46f6e-babd-4a20-8037-47f0dc29a845,CUST092,New Customers,,non-campaign,Mobile,google.com,Choa Chu Kang,2024-04-23 21:29:22,2,Home View,/home,30.0,,,,,,,0,0
29e46f6e-babd-4a20-8037-47f0dc29a845_2,29e46f6e-babd-4a20-8037-47f0dc29a845,CUST092,New Customers,,non-campaign,Mobile,google.com,Choa Chu Kang,2024-04-23 21:29:38,3,Product View,/product/PROD090,40.0,PROD090,Classic Nike Dumbbells,"Lifestyle & Recreation (Fitness, Toys, Travel)",93.46,in stock,0.0,0,0
29e46f6e-babd-4a20-8037-47f0dc29a845_3,29e46f6e-babd-4a20-8037-47f0dc29a845,CUST092,New Customers,,non-campaign,Mobile,google.com,Choa Chu Kang,2024-04-23 21:30:26,4,Category View,/category/beverages,8.0,,,Beverages,,,,0,0
29e46f6e-babd-4a20-8037-47f0dc29a845_4,29e46f6e-babd-4a20-8037-47f0dc29a845,CUST092,New Customers,,non-campaign,Mobile,google.com,Choa Chu Kang,2024-04-23 21:30:36,5,Home View,/home,50.0,,,,,,,0,0
29e46f6e-babd-4a20-8037-47f0dc29a845_5,29e46f6e-babd-4a20-8037-47f0dc29a845,CUST092,New Customers,,non-campaign,Mobile,google.com,Choa Chu Kang,2024-04-23 21:30:53,6,Category View,/category/cleaning-supplies,7.0,,,Cleaning Supplies,,,,0,0
29e46f6e-babd-4a20-8037-47f0dc29a845_6,29e46f6e-babd-4a20-8037-47f0dc29a845,CUST092,New Customers,,non-campaign,Mobile,google.com,Choa Chu Kang,2024-04-23 21:31:06,7,Search View,/search?q=Fresh,15.0,,,,,,,0,0
e13bfc0c-8cd0-4891-9908-2064219aabe3_0,e13bfc0c-8cd0-4891-9908-2064219aabe3,CUST096,High Spenders,CAMP044,treatment,Mobile,google.com,Kovan,2024-12-25 22:35:08,1,Home View,/home,60.0,,,,,,,0,5
e13bfc0c-8cd0-4891-9908-2064219aabe3_1,e13bfc0c-8cd0-4891-9908-2064219aabe3,CUST096,High Spenders,CAMP044,treatment,Mobile,google.com,Kovan,2024-12-25 22:35:26,2,Search View,/search?q=Personal+Care,1.0,,,,,,,0,5
e13bfc0c-8cd0-4891-9908-2064219aabe3_2,e13bfc0c-8cd0-4891-9908-2064219aabe3,CUST096,High Spenders,CAMP044,treatment,Mobile,google.com,Kovan,2024-12-25 22:35:45,3,Category View,/category/cleaning-supplies,90.0,,,Cleaning Supplies,,,,0,5
e13bfc0c-8cd0-4891-9908-2064219aabe3_3,e13bfc0c-8cd0-4891-9908-2064219aabe3,CUST096,High Spenders,CAMP044,treatment,Mobile,google.com,Kovan,2024-12-25 22:36:02,4,Product View,/product/PROD037,1.0,PROD037,Deluxe Ajax Scrub Brush,Cleaning Supplies,57.82,in stock,0.0,0,5
e13bfc0c-8cd0-4891-9908-2064219aabe3_4,e13bfc0c-8cd0-4891-9908-2064219aabe3,CUST096,High Spenders,CAMP044,treatment,Mobile,google.com,Kovan,2024-12-25 22:36:48,5,Add to Cart,/add_to_cart/PROD037,,PROD037,Deluxe Ajax Scrub Brush,,57.82,in stock,0.0,0,6
832a1057-a826-4252-b369-00934314f4f9_0,832a1057-a826-4252-b369-00934314f4f9,CUST066,New Customers,CAMP091,treatment,Mobile,google.com,Jurong East,2024-12-30 21:24:54,1,Search View,/search?q=Fish,1.0,,,,,,,0,1
832a1057-a826-4252-b369-00934314f4f9_1,832a1057-a826-4252-b369-00934314f4f9,CUST066,New Customers,CAMP091,treatment,Mobile,google.com,Jurong East,2024-12-30 21:25:01,2,Category View,/category/rice-&-noodles,60.0,,,Rice & Noodles,,,,0,1
832a1057-a826-4252-b369-00934314f4f9_2,832a1057-a826-4252-b369-00934314f4f9,CUST066,New Customers,CAMP091,treatment,Mobile,google.com,Jurong East,2024-12-30 21:25:10,3,Search View,/search?q=Salmon,20.0,,,,,,,0,1
832a1057-a826-4252-b369-00934314f4f9_3,832a1057-a826-4252-b369-00934314f4f9,CUST066,New Customers,CAMP091,treatment,Mobile,google.com,Jurong East,2024-12-30 21:25:22,4,Product View,/product/PROD065,50.0,PROD065,EXTRA LIFEBUOY HAND SANITIZER,['Personal Care'],36.12,in stock,0.0,0,1
832a1057-a826-4252-b369-00934314f4f9_4,832a1057-a826-4252-b369-00934314f4f9,CUST066,New Customers,CAMP091,treatment,Mobile,google.com,Jurong East,2024-12-30 21:26:11,5,Add to Cart,/add_to_cart/PROD065,,PROD065,EXTRA LIFEBUOY HAND SANITIZER,,36.12,in stock,0.0,0,2
832a1057-a826-4252-b369-00934314f4f9_5,832a1057-a826-4252-b369-00934314f4f9,CUST066,New Customers,CAMP091,treatment,Mobile,google.com,Jurong East,2024-12-30 21:26:29,6,Product View,/product/PROD010,25.0,PROD010,Extra Marigold Milk,Dairy & Eggs,23.73,OUT OF STOCK,0.0,0,2
832a1057-a826-4252-b369-00934314f4f9_6,832a1057-a826-4252-b369-00934314f4f9,CUST066,New Customers,CAMP091,treatment,Mobile,google.com,Jurong East,2024-12-30 21:27:10,7,Add to Cart,/add_to_cart/{product_id},,,,,,,,0,2
832a1057-a826-4252-b369-00934314f4f9_7,832a1057-a826-4252-b369-00934314f4f9,CUST066,New Customers,CAMP091,treatment,Mobile,google.com,Jurong East,2024-12-30 21:27:18,8,Cart View,/cart,,,,,,,,0,2
832a1057-a826-4252-b369-00934314f4f9_8,832a1057-a826-4252-b369-00934314f4f9,CUST066,New Customers,CAMP091,treatment,Mobile,google.com,Jurong East,2024-12-30 21:27:48,9,Checkout Start,/checkout,,,,,,,,0,2
832a1057-a826-4252-b369-00934314f4f9_9,832a1057-a826-4252-b369-00934314f4f9,CUST066,New Customers,CAMP091,treatment,Mobile,google.com,Jurong East,2024-12-30 21:29:44,10,Payment Attempt,/payment,,,,,,,,0,2
20fd688c-fe0c-4538-93b9-747d38be5d48_0,20fd688c-fe0c-4538-93b9-747d38be5d48,CUST025,High Spenders,CAMP070,treatment,Mobile,facebook.com,Clarke Quay,2024-12-13 21:07:03,1,Product View,/product/PROD024,15.0,PROD024,Extra Colgate Toothpaste,Health & Beauty,51.0,in stock,0.0,0,0
20fd688c-fe0c-4538-93b9-747d38be5d48_1,20fd688c-fe0c-4538-93b9-747d38be5d48,CUST025,High Spenders,CAMP070,treatment,Mobile,facebook.com,Clarke Quay,2024-12-13 21:07:16,2,Search View,/search?q=Headphones,4.0,,,,,,,0,0
20fd688c-fe0c-4538-93b9-747d38be5d48_2,20fd688c-fe0c-4538-93b9-747d38be5d48,CUST025,High Spenders,CAMP070,treatment,Mobile,facebook.com,Clarke Quay,2024-12-13 21:07:37,3,Product View,/product/PROD095,25.0,PROD095,Deluxe FairPrice Trash Bags,"['Household Essentials', 'Household Essentials']",48.27,in stock,0.0,0,0
20fd688c-fe0c-4538-93b9-747d38be5d48_3,20fd688c-fe0c-4538-93b9-747d38be5d48,CUST025,High Spenders,CAMP070,treatment,Mobile,facebook.com,Clarke Quay,2024-12-13 21:08:00,4,Home View,/home,14.0,,,,,,,0,0
0180caeb-593d-4b08-9568-95bf2dd5a14a_0,0180caeb-593d-4b08-9568-95bf2dd5a14a,CUST046,Active Customers,CAMP022,treatment,Mobile,email_campaign,Alexandra,2024-12-25 10:12:17,1,Home View,/home,75.0,,,,,,,0,1
0180caeb-593d-4b08-9568-95bf2dd5a14a_1,0180caeb-593d-4b08-9568-95bf2dd5a14a,CUST046,Active Customers,CAMP022,treatment,Mobile,email_campaign,Alexandra,2024-12-25 10:12:32,2,Cart View,/cart,,,,,,,,0,1
0180caeb-593d-4b08-9568-95bf2dd5a14a_2,0180caeb-593d-4b08-9568-95bf2dd5a14a,CUST046,Active Customers,CAMP022,treatment,Mobile,email_campaign,Alexandra,2024-12-25 10:12:59,3,Category View,/category/beverages,,,,Beverages,,,,0,1
0180caeb-593d-4b08-9568-95bf2dd5a14a_3,0180caeb-593d-4b08-9568-95bf2dd5a14a,CUST046,Active Customers,CAMP022,treatment,Mobile,email_campaign,Alexandra,2024-12-25 10:13:39,4,Home View,/home,85.0,,,,,,,0,1
0180caeb-593d-4b08-9568-95bf2dd5a14a_4,0180caeb-593d-4b08-9568-95bf2dd5a14a,CUST046,Active Customers,CAMP022,treatment,Mobile,email_campaign,Alexandra,2024-12-25 10:13:54,5,Product View,/product/PROD087,60.0,PROD087,Classic Farmhouse Chicken,Meat & Seafood,9.57,in stock,0.0,0,1
0180caeb-593d-4b08-9568-95bf2dd5a14a_5,0180caeb-593d-4b08-9568-95bf2dd5a14a,CUST046,Active Customers,CAMP022,treatment,Mobile,email_campaign,Alexandra,2024-12-25 10:14:46,6,Add to Cart,/add_to_cart/PROD087,,PROD087,Classic Farmhouse Chicken,,9.57,in stock,0.0,0,2
ad2815d1-f24c-4f7e-8ed1-7d4b4907d4ae_0,ad2815d1-f24c-4f7e-8ed1-7d4b4907d4ae,CUST023,Active Customers,CAMP092,treatment,Mobile,google.com,Kovan,2024-12-20 21:37:13,1,Search View,/search?q=Bars,75.0,,,,,,,0,2
ad2815d1-f24c-4f7e-8ed1-7d4b4907d4ae_1,ad2815d1-f24c-4f7e-8ed1-7d4b4907d4ae,CUST023,Active Customers,CAMP092,treatment,Mobile,google.com,Kovan,2024-12-20 21:37:38,2,Product View,/product/PROD012,90.0,PROD012,Premium Lays Bars,"['Snacks', 'Snacks']",15.84,in stock,0.0,0,2
ad2815d1-f24c-4f7e-8ed1-7d4b4907d4ae_2,ad2815d1-f24c-4f7e-8ed1-7d4b4907d4ae,CUST023,Active Customers,CAMP092,treatment,Mobile,google.com,Kovan,2024-12-20 21:38:03,3,Add to Cart,/add_to_cart/PROD012,,PROD012,Premium Lays Bars,,15.84,in stock,0.0,0,3
ad2815d1-f24c-4f7e-8ed1-7d4b4907d4ae_3,ad2815d1-f24c-4f7e-8ed1-7d4b4907d4ae,CUST023,Active Customers,CAMP092,treatment,Mobile,google.com,Kovan,2024-12-20 21:38:14,4,Cart View,/cart,,,,,,,,0,3
f1d4d2e8-e3fd-4aff-b51b-9c99e2bc5d7c_0,f1d4d2e8-e3fd-4aff-b51b-9c99e2bc5d7c,CUST072,High Spenders,CAMP039,treatment,Mobile,facebook.com,Redhill,2024-12-25 22:49:53,1,Product View,/product/PROD035,75.0,PROD035,Classic LEGO Yoga Mat,"Lifestyle & Recreation (Fitness, Toys, Travel)",97.08,in stock,0.0,0,5
f1d4d2e8-e3fd-4aff-b51b-9c99e2bc5d7c_1,f1d4d2e8-e3fd-4aff-b51b-9c99e2bc5d7c,CUST072,High Spenders,CAMP039,treatment,Mobile,facebook.com,Redhill,2024-12-25 22:50:20,2,Add to Cart,/add_to_cart/PROD035,,PROD035,Classic LEGO Yoga Mat,,97.08,in stock,0.0,0,6
f1d4d2e8-e3fd-4aff-b51b-9c99e2bc5d7c_2,f1d4d2e8-e3fd-4aff-b51b-9c99e2bc5d7c,CUST072,High Spenders,CAMP039,treatment,Mobile,facebook.com,Redhill,2024-12-25 22:50:37,3,Cart View,/cart,,,,,,,,0,6
f1d4d2e8-e3fd-4aff-b51b-9c99e2bc5d7c_3,f1d4d2e8-e3fd-4aff-b51b-9c99e2bc5d7c,CUST072,High Spenders,CAMP039,treatment,Mobile,facebook.com,Redhill,2024-12-25 22:51:07,4,Checkout Start,/checkout,,,,,,,,0,6
f1d4d2e8-e3fd-4aff-b51b-9c99e2bc5d7c_4,f1d4d2e8-e3fd-4aff-b51b-9c99e2bc5d7c,CUST072,High Spenders,CAMP039,treatment,Mobile,facebook.com,Redhill,2024-12-25 22:51:44,5,Payment Attempt,/payment,,,,,,,,0,6
af022a6a-f3bd-4ba0-bcb2-46f53687dd23_0,af022a6a-f3bd-4ba0-bcb2-46f53687dd23,CUST096,High Spenders,CAMP064,treatment,Mobile,google.com,Kovan,2024-12-15 20:08:23,1,Home View,/home,25.0,,,,,,,0,2
af022a6a-f3bd-4ba0-bcb2-46f53687dd23_1,af022a6a-f3bd-4ba0-bcb2-46f53687dd23,CUST096,High Spenders,CAMP064,treatment,Mobile,google.com,Kovan,2024-12-15 20:08:34,2,Search View,/search?q=Energy+Drinks,10.0,,,,,,,0,2
af022a6a-f3bd-4ba0-bcb2-46f53687dd23_2,af022a6a-f3bd-4ba0-bcb2-46f53687dd23,CUST096,High Spenders,CAMP064,treatment,Mobile,google.com,Kovan,2024-12-15 20:08:51,3,Category View,/category/canned-goods,60.0,,,Canned Goods,,,,0,2
af022a6a-f3bd-4ba0-bcb2-46f53687dd23_3,af022a6a-f3bd-4ba0-bcb2-46f53687dd23,CUST096,High Spenders,CAMP064,treatment,Mobile,google.com,Kovan,2024-12-15 20:09:08,4,Product View,/product/PROD075,6.0,PROD075,Premium Ayam Brand Tomatoes,Canned Goods,90.27,OUT OF STOCK,0.0,0,2
af022a6a-f3bd-4ba0-bcb2-46f53687dd23_4,af022a6a-f3bd-4ba0-bcb2-46f53687dd23,CUST096,High Spenders,CAMP064,treatment,Mobile,google.com,Kovan,2024-12-15 20:09:37,5,Add to Cart,/add_to_cart/{product_id},,,,,,,,0,2
af022a6a-f3bd-4ba0-bcb2-46f53687dd23_5,af022a6a-f3bd-4ba0-bcb2-46f53687dd23,CUST096,High Spenders,CAMP064,treatment,Mobile,google.com,Kovan,2024-12-15 20:09:59,6,Remove from Cart,/remove_from_cart/PROD045,,PROD045,Premium Panasonic Vacuum Cleaner,,25.17,in stock,0.0,0,1
af022a6a-f3bd-4ba0-bcb2-46f53687dd23_6,af022a6a-f3bd-4ba0-bcb2-46f53687dd23,CUST096,High Spenders,CAMP064,treatment,Mobile,google.com,Kovan,2024-12-15 20:10:10,7,Cart View,/cart,,,,,,,,0,1
af022a6a-f3bd-4ba0-bcb2-46f53687dd23_7,af022a6a-f3bd-4ba0-bcb2-46f53687dd23,CUST096,High Spenders,CAMP064,treatment,Mobile,google.com,Kovan,2024-12-15 20:10:29,8,Checkout Start,/checkout,,,,,,,,0,1
30f4890d-cbc0-4587-b8be-59ae0875d382_0,30f4890d-cbc0-4587-b8be-59ae0875d382,CUST068,Active Customers,CAMP077,treatment,Mobile,google.com,Novena,2024-12-06 20:27:43,1,Search View,/search?q=Knife,100.0,,,,,,,0,4
30f4890d-cbc0-4587-b8be-59ae0875d382_1,30f4890d-cbc0-4587-b8be-59ae0875d382,CUST068,Active Customers,CAMP077,treatment,Mobile,google.com,Novena,2024-12-06 20:28:07,2,Product View,/product/PROD006,20.0,PROD006,Deluxe Knife Sugar,['Pantry Staples'],24.63,in stock,0.0,0,4
30f4890d-cbc0-4587-b8be-59ae0875d382_2,30f4890d-cbc0-4587-b8be-59ae0875d382,CUST068,Active Customers,CAMP077,treatment,Mobile,google.com,Novena,2024-12-06 20:29:01,3,Add to Cart,/add_to_cart/PROD006,,PROD006,Deluxe Knife Sugar,,24.63,in stock,0.0,0,5
30f4890d-cbc0-4587-b8be-59ae0875d382_3,30f4890d-cbc0-4587-b8be-59ae0875d382,CUST068,Active Customers,CAMP077,treatment,Mobile,google.com,Novena,2024-12-06 20:29:21,4,Cart View,/cart,,,,,,,,0,5
30f4890d-cbc0-4587-b8be-59ae0875d382_4,30f4890d-cbc0-4587-b8be-59ae0875d382,CUST068,Active Customers,CAMP077,treatment,Mobile,google.com,Novena,2024-12-06 20:30:00,5,Checkout Start,/checkout,,,,,,,,0,5
b3c0e196-a844-49bd-a697-36ebd089d81a_0,b3c0e196-a844-49bd-a697-36ebd089d81a,CUST074,Active Customers,CAMP069,treatment,Desktop,google.com,Tanjong Pagar,2024-12-16 04:51:07,1,Product View,/product/PROD056,7.0,PROD056,Classic Maggi Spaghetti,Rice & Noodles,30.62,in stock,0.0,0,2
b3c0e196-a844-49bd-a697-36ebd089d81a_1,b3c0e196-a844-49bd-a697-36ebd089d81a,CUST074,Active Customers,CAMP069,treatment,Desktop,google.com,Tanjong Pagar,2024-12-16 04:51:30,2,Add to Cart,/add_to_cart/PROD056,,PROD056,Classic Maggi Spaghetti,,30.62,in stock,0.0,0,3
b3c0e196-a844-49bd-a697-36ebd089d81a_2,b3c0e196-a844-49bd-a697-36ebd089d81a,CUST074,Active Customers,CAMP069,treatment,Desktop,google.com,Tanjong Pagar,2024-12-16 04:51:51,3,Category View,/category/pantry-staples,12.0,,,Pantry Staples,,,,0,3
b3c0e196-a844-49bd-a697-36ebd089d81a_3,b3c0e196-a844-49bd-a697-36ebd089d81a,CUST074,Active Customers,CAMP069,treatment,Desktop,google.com,Tanjong Pagar,2024-12-16 04:52:04,4,Search View,/search?q=Salmon,40.0,,,,,,,0,3
b3c0e196-a844-49bd-a697-36ebd089d81a_4,b3c0e196-a844-49bd-a697-36ebd089d81a,CUST074,Active Customers,CAMP069,treatment,Desktop,google.com,Tanjong Pagar,2024-12-16 04:52:30,5,Home View,/home,85.0,,,,,,,0,3
a7f9cc23-7787-4283-b41f-244ad1fb093a_0,a7f9cc23-7787-4283-b41f-244ad1fb093a,CUST098,High Spenders,CAMP034,treatment,Mobile,tiktok.com,Bukit Panjang,2024-12-31 19:02:28,1,Product View,/product/PROD057,90.0,PROD057,Extra Royal Umbrella Noodles,Rice & Noodles,7.24,OUT OF STOCK,0.0,0,6
a7f9cc23-7787-4283-b41f-244ad1fb093a_1,a7f9cc23-7787-4283-b41f-244ad1fb093a,CUST098,High Spenders,CAMP034,treatment,Mobile,tiktok.com,Bukit Panjang,2024-12-31 19:03:24,2,Add to Cart,/add_to_cart/{product_id},,,,,,,,0,6
a7f9cc23-7787-4283-b41f-244ad1fb093a_2,a7f9cc23-7787-4283-b41f-244ad1fb093a,CUST098,High Spenders,CAMP034,treatment,Mobile,tiktok.com,Bukit Panjang,2024-12-31 19:03:35,3,Product View,/product/PROD078,75.0,PROD078,Deluxe SCS Cheese,Dairy & Eggs,57.99,in stock,0.0,0,6
a7f9cc23-7787-4283-b41f-244ad1fb093a_3,a7f9cc23-7787-4283-b41f-244ad1fb093a,CUST098,High Spenders,CAMP034,treatment,Mobile,tiktok.com,Bukit Panjang,2024-12-31 19:03:59,4,Add to Cart,/add_to_cart/PROD078,,PROD078,Deluxe SCS Cheese,,57.99,in stock,0.0,0,7
a7f9cc23-7787-4283-b41f-244ad1fb093a_4,a7f9cc23-7787-4283-b41f-244ad1fb093a,CUST098,High Spenders,CAMP034,treatment,Mobile,tiktok.com,Bukit Panjang,2024-12-31 19:04:07,5,Cart View,/cart,,,,,,,,0,7
a7f9cc23-7787-4283-b41f-244ad1fb093a_5,a7f9cc23-7787-4283-b41f-244ad1fb093a,CUST098,High Spenders,CAMP034,treatment,Mobile,tiktok.com,Bukit Panjang,2024-12-31 19:04:29,6,Checkout Start,/checkout,,,,,,,,0,7
a7f9cc23-7787-4283-b41f-244ad1fb093a_6,a7f9cc23-7787-4283-b41f-244ad1fb093a,CUST098,High Spenders,CAMP034,treatment,Mobile,tiktok.com,Bukit Panjang,2024-12-31 19:06:05,7,Payment Attempt,/payment,,,,,,,,0,7
a7f9cc23-7787-4283-b41f-244ad1fb093a_7,a7f9cc23-7787-4283-b41f-244ad1fb093a,CUST098,High Spenders,CAMP034,treatment,Mobile,tiktok.com,Bukit Panjang,2024-12-31 19:07:48,8,Payment Successful,/payment/success,,,,,,,,0,7
a7f9cc23-7787-4283-b41f-244ad1fb093a_8,a7f9cc23-7787-4283-b41f-244ad1fb093a,CUST098,High Spenders,CAMP034,treatment,Mobile,tiktok.com,Bukit Panjang,2024-12-31 19:07:51,9,Home View,/home,50.0,,,,,,,0,7
8a1d20fc-7821-45ba-b3d5-20e434bdabfb_0,8a1d20fc-7821-45ba-b3d5-20e434bdabfb,CUST025,High Spenders,CAMP059,treatment,Mobile,google.com,Clarke Quay,2024-12-10 15:52:01,1,Search View,/search?q=Nike,20.0,,,,,,,0,5
8a1d20fc-7821-45ba-b3d5-20e434bdabfb_1,8a1d20fc-7821-45ba-b3d5-20e434bdabfb,CUST025,High Spenders,CAMP059,treatment,Mobile,google.com,Clarke Quay,2024-12-10 15:52:06,2,Home View,/home,10.0,,,,,,,0,5
